"ClaimNumber","LossCause","InsuredAge"
"0891824d38daf8efad56469c57c9f2f7","Collision with motor vehicle",64
"0894e0aa50236fe3cb2835d76065431d","Collision with motor vehicle",50
"0899d04f58d8c51c43850850baccee59","Collision with fixed object",59
"089c2e83261048dd67290c5e0647c0e8","Collision with motor vehicle",57
"08a60cdfe07d68c6e229cb5a83af8f21","Collision with motor vehicle",65
"08ab09a5e105a4628212b258dd2d675e","Collision with motor vehicle",42
"08b050f1ed07e0c709f90ed126adc1a9","Collision with motor vehicle",91
"08b2450de8a0f6835689cffca6caa35c","Collision with motor vehicle",64
"08c4774386c8a41a28292057b7dbaf1d","Collision with motor vehicle",51
"08d04d9602d778e6412bc53ddd64729f","Hit while parked - insured",NA
"08d32465580389d000044ea825e40a91","Collision with motor vehicle",61
"08dee55365702a608b582636e1d02360","Collision with motor vehicle",55
"08eb0d6c1a5c3876107eb8c0bd436eb5","Collision with motor vehicle",35
"08f3f987029f5fe99d2bb9beefe8c16c","Collision with motor vehicle",61
"08f7d86dd683286027cb19d9ff9bc085","All other",66
"08f9cdc21384506bc1c8d45d071f2a6b","Collision with bicycle",23
"091278d3843e70548ab87a5aee6772e3","Collision with fixed object",72
"0913fdf50492492700326caacfa3ffa8","Collision with pedestrian",37
"091a6b219f20754861099d0ca9b8652a","Collision with motor vehicle",65
"09204b0eb8b28cc45ebad79d17b2794f","Collision with motor vehicle",70
"093709bdb72f8d727e1fdb824480416d","Collision with motor vehicle",60
"0938ed7c473f569162325594accb99af","Collision with motor vehicle",64
"0939069b95638acd7e26a6ad041ddb30","Collision with motor vehicle",42
"0953fe4bc2200b38fa92996dc2c01f3b","Collision with motor vehicle",78
"09574e5b9dfd96dc6cf65a176e19a6b2","Collision with motor vehicle",84
"09579b86a62293102b46da68d8907c37","Collision with motor vehicle",34
"0959053d383305313050c31b33aae1a2","Collision with motor vehicle",61
"096087e591c16706dc103d554cccfacc","All other",53
"09633df6e533fae2757b6bfea889cb0a","Collision with pedestrian",33
"0963f1a7470d1fa6f969296ca04aa0cd","Collision with motor vehicle",62
"096b1067b1982444a4fa76700745b039","Collision with motor vehicle",57
"0971268950e4728dfc3ec35e0bb9e319","All other",72
"0971f76c1da45bb20d3b54cb871e7ae7","Collision with motor vehicle",60
"097741f8a6465f21608d4642c104cf00","Collision with motor vehicle",51
"0977a58f7e7ae19c5215095211f7f8f3","Collision with motor vehicle",78
"0983be52f4850b868473d54965165422","Collision with motor vehicle",58
"098ebcd555d5194371329775ce88e1e6","Collision with motor vehicle",58
"09a30c57ac6badf00212a49558885422","Collision with fixed object",63
"09a537a40f0baf68d241cbfbfcb8289b","Collision with motor vehicle",57
"09b2c193db08fbe0299d6e107e2c990f","Collision with motor vehicle",72
"09bd49ec9dfe018296572ce7e17d2526","Entering or getting out of a vehicle",77
"09c64366bf073d7a63d4e3e6b1aa04db","Collision with motor vehicle",34
"09c722e95b32865a4877af9a1e1eabfe","Collision with motor vehicle",55
"09ca492143ccfec2747f368162af3ed0","All other",50
"09d388f8ef6bc56866be3d82769bdbfe","Collision with motor vehicle",50
"09d4ae4b11760645c34f3b784687cc02","Collision with motor vehicle",52
"09e97bf1b42d29148702d590dd6549b5","Collision with bicycle",42
"09ef493f6b15605c05973227ddb434e7","All other",46
"09ef669aae39136f9bd917932ba5325e","All other",47
"09f62300b46fb70b0e13bb9da72f1f7b","Rollover",57
"0a01148cfcfe93892485d9b736d934d4","Collision with other object",59
"0a0da0cdec0dfa83e75f442353f692b0","Collision with motor vehicle",73
"0a0e04310cbfcc81aecdd74b75b92b35","Collision with fixed object",59
"0a0ff02afff51bf42306977442c9442f","Collision with fixed object",57
"0a130f593a68435dd497bce13c896f1b","Collision with fixed object",64
"0a1819423fd5980bff68a4ede3e7539a","Collision with motor vehicle",51
"0a1a34266b91b6417be15df58090bfdd","Collision with motor vehicle",52
"0a1f1750134ccb86f32f1c48d4c0b203","Collision with motor vehicle",65
"0a1fa9307d9a8cd1ea01686819a9f0d6","Collision with bicycle",59
"0a28fbf1a25c4ebe017f3e25b03b9552","Collision with motor vehicle",76
"0a3dc00233272bf1a378cb9cd07e4497","Collision with motor vehicle",67
"0a43887e3784520051cdede75138a876","Collision with fixed object",52
"0a4a39e09cc0c18ecdad4f2519922db0","Collision with motor vehicle",84
"0a4bf6e6cf659f5432e4bffc0e814c1b","Collision with fixed object",59
"0a5d565b44693999e7f6f84c86c9efb3","Collision with motor vehicle",65
"0a617f86f350d410016600cd086e1d4b","Collision with motor vehicle",38
"0a68a8398475b9b0262118b8fb45aa47","Collision with motor vehicle",61
"0a6bb99494ee51c72dabb007345da067","Collision with fixed object",47
"0a7307e827dba9b9737c574277b318a0","Collision with motor vehicle",64
"0a731cd503f55805daa36b4168aa54f8","Collision with motor vehicle",50
"0a76aa7c0e62f5192864bb2a4bd4006f","Collision with motor vehicle",34
"0a7bfb9531d3377d4b4502e43e7bf70f","Collision with animal",53
"0a80314f2c494252ade96e13d6bb79ee","Collision with motor vehicle",33
"0a84fa205578d1217069a931f6cd5ddc","Collision with motor vehicle",61
"0a904a25b3bd5753804554ce1b57e7a5","Collision with motor vehicle",64
"0a95384d070af2dbca1298afc2064a2b","Collision with animal",56
"0a97deb155ebf634d9a13cf8af881c29","Collision with fixed object",39
"0a9e41bb0d652f15db73225356443d26","Collision with motor vehicle",74
"0aa257997aa5fd9931318bdb8a446924","Collision with motor vehicle",68
"0aa9193ad3b1d8b3a1068aa826aadcc7","Collision with fixed object",43
"0aaca77630e91b81f4892aeec5ff20f4","Collision with motor vehicle",45
"0ab77f0328770ff41398b8f523eceff5","Collision with motor vehicle",47
"0ac0363cf0a743463824b0b385b88390","Collision with motor vehicle",81
"0ac1bb65d89fb4b3cc38857f6bbd69f6","Collision with motor vehicle",54
"0ac359c04d00e512a497b1980911007b","Collision with motor vehicle",56
"0ac597247c87599d5a1b857affa62962","Collision with motor vehicle",66
"0ad1ba105730bdea9b1ff7c222c39ebe","Collision with motor vehicle",53
"0ad733c2a9ebe6445efc858b3b3fb127","Collision with motor vehicle",34
"0ad76e0e2005b229990b25dac666c304","Collision with motor vehicle",56
"0adf1237959ef77668714fedff10989d","Collision with motor vehicle",85
"0ae023b391f52f9e5611255de410d59b","Collision with motor vehicle",45
"0ae0469d53fb0cfe865bbba98fd0ab43","Collision with motor vehicle",37
"0ae4635663dfba51cbc91e279f89464f","Rollover",42
"0af3a97ce6e505badd35bd21dbc0457c","Rollover",56
"0af3b3972416c119377d63bd599c482b","Collision with fixed object",44
"0b0020ea5010dd6655212f8c5e819801","Collision with motor vehicle",43
"0b0e7a2837753616b3ed4a8c51102bcb","Collision with fixed object",55
"0b16216e62dda1d62c8c04bd8fba4807","Collision with motor vehicle",72
"0b182bb6ac73080371615f204686da0c","Collision with motor vehicle",56
"0b18625a8b57aec7348cc488fc44e856","Collision with motorcycle",49
"0b2788dc804a6f6588cb1e061308528b","Collision with motor vehicle",65
"0b2ce52babe18809b503e6d23b7f9d25","Collision with fixed object",63
"0b2e53ebf50cb7848643298ade8ea899","Collision with motor vehicle",30
"0b3105f05fa8fedc0f4485803ff3da71","Collision with motor vehicle",50
"0b36a837735328150aa4a3f7a3c7d08e","Collision with motor vehicle",65
"0b38c07ae6b4337256cac43703f61f66","Collision with motor vehicle",69
"0b3e4b0d255391e912759fd830ddac99","Hit and run",78
"0b489712ebf5127e27170a49bc2722df","Collision with motor vehicle",43
"0b49c8ade29585012d17841ceb919ef8","Collision with motor vehicle",69
"0b5a80a3f38efe85171996a5ff06c505","Collision with other object",44
"0b5f6a612c327698b540297598931acb","All other",44
"0b6632ee8b1352ef9c6a63588d88b6c3","Collision with motor vehicle",62
"0b6d46e6902188a9822a3584ced91a1e","Collision with motor vehicle",77
"0b6df6a38824df5c8762815e093ad0c8","Collision with motor vehicle",90
"0b8210f81e0adbd1bf0e0a8855df5038","Collision with motor vehicle",76
"0b84621286b914e3c159d59bed41b9b1","Collision with fixed object",85
"0b89cbd779b17954eb463d3ca999a1d5","All other",63
"0b8b35d53242f5606c51c9faeb488714","Collision with motor vehicle",54
"0b951177d026e58ab2819a7d46db7a89","Collision with fixed object",63
"0b9a4a5f4c18899c00f253c208194c7b","Collision with motor vehicle",74
"0b9cded5c941ec140b1717d90485296d","Collision with motor vehicle",57
"0b9ecd028c5c144d90b5e7e3596f64d8","Rollover",59
"0ba112b589934e165f453a6b1a46add5","Collision with other object",75
"0ba8965a6ae38292ca2e9df6a4b65e17","Collision with motor vehicle",75
"0bad357b7f92ac39a09a17a740c85f41","Collision with pedestrian",62
"0baf681339b593730e8a0f1e9326257c","Collision with motor vehicle",69
"0bbcbddb513b249d92a868eba6144161","Entering or getting out of a vehicle",77
"0bc9ca4b4e5e39e5bc96349a74f7b4a5","Collision with motor vehicle",73
"0bd2c24b0fd51e45ef83af32641ad5ca","Collision with pedestrian",64
"0bd9d6e9b09cf65cefb36b012dc2bc69","Collision with motor vehicle",51
"0bda8fed965195c1fdfe794d074de035","Collision with motor vehicle",67
"0bddececadad5e8724ffc3202711f1ee","Collision with motor vehicle",70
"0be98eebeec24cd5b6c053dccfce592b","Collision with fixed object",69
"0be9ae7d3eb4e054b0e1137e752461e7","Collision with pedestrian",66
"0bf8431bc86993810af8d856454840b5","Collision with motor vehicle",70
"0bf965f5928f87b3322eec0bd47a218b","Collision with motor vehicle",54
"0c08aae3f8187441712d055a02117dee","Collision with motor vehicle",49
"0c0ae6d4480293ee5dd165dd12d53d95","Collision with motor vehicle",81
"0c1f26b3d95f533fd57b668e0b2d3734","Collision with motor vehicle",64
"0c22d8abd5ec11be74bbe90e341856db","Collision with motor vehicle",82
"0c2a6e721c36dd80956e26a20845786d","Collision with motor vehicle",73
"0c2e78f7ed4e3e1103e778337b7cacff","Collision with pedestrian",46
"0c330afee2bc84dd813b31c54da3eb74","Collision with motor vehicle",72
"0c45f9fe937d5ddc13fd2e708a46ffe5","Collision with fixed object",76
"0c4be177e3c71bbf57dddb06b2f0afc6","Collision with motor vehicle",55
"0c5760a31acf031f4c27615e8a3ffd0f","Collision with motor vehicle",54
"0c655526506295907afa7f5cabf8471e","Collision with motor vehicle",81
"0c6618b4b05d1139939509a043106c89","Collision with fixed object",80
"0c6a00a33d7cef89dd87d1aef24f4c0f","Collision with fixed object",NA
"0c7c811e7c84e85d4bb59cb005b4739d","Collision with motor vehicle",85
"0c85754ec9cecf480c7ebead00229310","Collision with motor vehicle",78
"0c94e9bf70343fd3d572b12f35648e6c","Collision with motor vehicle",44
"0c96ed878adaa6dca2e42c2cc1c12a4d","Collision with motor vehicle",41
"0ca2a83183df08b6f4cb8c8afa70fd8d","Collision with animal",58
"0ca7e370c122f09f216fdf8c9dfcfe11","Collision with animal",69
"0ca96aa9a51f5da85f1ea6e1088cb7f0","Collision with motor vehicle",41
"0ca96fc985ac48b07ee66ed511905b4a","Collision with motor vehicle",57
"0cb8762e13c1f42717b623d197f4e85b","Collision with motor vehicle",69
"0cc49edd13e87187f9a295a91e814add","Collision with fixed object",69
"0cc948e1546753657fe9a5f144077e2b","Rollover",61
"0ccba03e2d701f29e3aad7591508f7ab","Collision with fixed object",47
"0cd181e309c072caa931b503e9897769","Collision with motor vehicle",50
"0cf476bf0190b85331b5bd0eed454452","Collision with motor vehicle",50
"0cfedc6fae6fbe6c09a928b548c88b38","Rollover",NA
"0cffea4c4271a0989fe2523c2a06313d","Collision with motor vehicle",75
"0d03afed2770aa266b599829f5e1ba1e","Collision with motor vehicle",63
"0d0d2eb3dd0d83f75bc10ce586fb8b9b","Rollover",32
"0d0e11bb30817b98e300ec647710012d","Collision with motor vehicle",63
"0d11db3a8340d9698c7bab3df7036353","Collision with motor vehicle",25
"0d17186cc179de331c05c7e0799270d3","Collision with motor vehicle",73
"0d1a31890c3fa08df221e1468ef743b6","Collision with motor vehicle",58
"0d2a9e021fe7c8ea102fac8017407c52","Collision with motor vehicle",41
"0d2b6dda8b48276bcc51a2171705d3a9","Collision with motor vehicle",56
"0d2dc2b7d9f8af3d6fc40315eace850c","Collision with motor vehicle",59
"0d2e43356b3bdfb4567ff4024ad36bcb","Collision with motor vehicle",67
"0d2e81d56b1072fa935d69bf2ceba5b6","Collision with motor vehicle",48
"0d2fde710efae830833303a9413e975d","Entering or getting out of a vehicle",79
"0d324c044f462aa484cd71742be44d45","Collision with motor vehicle",56
"0d35ea028d55822441aa7212b2534e0d","Collision with fixed object",79
"0d3c069fd50db99c6f66c2389c9fc555","Collision with motor vehicle",81
"0d3c13c988667d997e3d52cd4a8d6a40","Collision with motor vehicle",25
"0d3f6e642977ef42548940d51b1b7ff6","Collision with motor vehicle",52
"0d3fe464b313239995dd6fbf435e64af","Collision with motor vehicle",54
"0d404c0b804cc18f5f57852a89ff3190","Collision with animal",56
"0d4d01027d3448c7400b0c8990c89470","Collision with motor vehicle",36
"0d585988c8e071e84de706c2064dd405","Collision with motor vehicle",56
"0d59882d9351d869247842ddc0ec0bb6","Collision with motor vehicle",29
"0d5f1910ce65cd9995df6b3dc7e09faa","Collision with motor vehicle",54
"0d5f434a47e8c85527fd2754f50b23f8","Collision with motor vehicle",62
"0d66334bc33b321eb9a7a88de7bcd9de","Collision with motor vehicle",44
"0d690bae32fdafcfbe6f99a26dc580c9","Collision with motor vehicle",99
"0d6958e7a557f7cb49fc82f6ce0abec2","Collision with motor vehicle",51
"0d749d653320b694f2286ce20e59b7b6","Collision with motor vehicle",56
"0d750779dc4d41f586298b888649797b","Collision with motor vehicle",52
"0d767dbeb0ee354cd5e4f60c26667d5d","All other",79
"0d7b899d44d981d7a0ae9bafdadfdb1e","Collision with fixed object",72
"0d7c844c4c1a81f9b3c63ef5b2bfa875","Collision with motor vehicle",53
"0d7d8f27c9373eea2dbeeec0f7ac37d5","Collision with fixed object",42
"0d82a733f8f71a0d75361b3af809aac8","Collision with motor vehicle",35
"0d8484246627228e31788a5d7f18ceca","Collision with motor vehicle",57
"0d84a08e99e8e90d60d0d7cdc9492954","Collision with fixed object",57
"0d88e8ad4a0b79fe8557240e78a48142","Collision with motor vehicle",76
"0d8d8b6adcd8946a3e0e1cbba196c0ec","Collision with fixed object",63
"0d8dca72c816763b34e4d55c6f08d2e8","Collision with motor vehicle",64
"0d9de1c9e79ca8d5948144c3c1f7764a","Collision with motor vehicle",36
"0da4e5915ea44d84c0ba08dc7bdd7d97","Collision with motor vehicle",50
"0da5f08db7a083b3d1bbaa178791ab29","Collision with pedestrian",79
"0daa01a7171f213946394c58d0f56f57","Collision with motor vehicle",60
"0dab5b0fad6e191fc583de506350b0ae","Collision with fixed object",88
"0dafb40b3c94dd5bb79ac731915e494c","Collision with other object",87
"0db4f9e255b184acfa870786f1f83266","Collision with motor vehicle",65
"0dbf3d90bb9b22cc0a8d1131494aa286","Collision with motor vehicle",58
"0dc334ba013ef57c3039bb260992c5d9","Collision with pedestrian",71
"0dc929e6e8d19ba2b01c716ba5c95786","Collision with motor vehicle",66
"0dcca411d77280eb1bc50e81858a143c","Collision with fixed object",56
"0dd9ec78475ec0ad441c807ea6f9142c","Rollover",76
"0ddc3bcceaf644be8a0ebe35b49fbd63","Collision with animal",57
"0de68e1b2795857c1a1a78009aa1cb37","Collision with motor vehicle",68
"0df374ef9d4af7216e30160050fb5008","Collision with motor vehicle",55
"0df42cd00ce8d37495915c272fbcd33b","Collision with fixed object",47
"0dfe5f4e77c636d7c78289b2d2ba4c1f","Collision with motor vehicle",51
"0e07c95132feebf527cba12a66c91074","Collision with motor vehicle",NA
"0e1a0032a242a463fd70022b784994e7","Collision with motor vehicle",70
"0e1de075d2b4af970207a6fc3e2651c6","All other",94
"0e217aa1c35aeaf638f2f8cbc2cc49b2","Collision with motor vehicle",85
"0e21967440844fa26c8241c17e2a0665","Hit while parked - insured",46
"0e230470a1553cb713fe9f5d516b3501","Collision with motor vehicle",42
"0e323104d8390679d823dd90fe9387f5","Collision with motor vehicle",62
"0e337fc99883c220eb213f48d8c86b88","Collision with motor vehicle",58
"0e37fc9c83ad75ed5f7023af41d48c97","Collision with motor vehicle",68
"0e3af58b0a0bd1af08eb654b749026ab","Collision with motor vehicle",38
"0e3d49c503b017ea92e7857d4131e992","Collision with motor vehicle",73
"0e42388a0faeaaa2af74222d675551ae","Collision with motor vehicle",68
"0e42c87120a9c45d13e936ff777daa66","Collision with motor vehicle",73
"0e5ef8f86b7f559462aae99d61bfd80d","Collision with motor vehicle",48
"0e5fbbd9b2f9acaabac0a7914d9ff3d8","Collision with motor vehicle",25
"0e6112c767fc302445ad109017a17b65","Collision with motor vehicle",39
"0e615520c8e9e36726496ff71bf47e39","Collision with motor vehicle",81
"0e627d0a3571c7bdc3dcee8c89523cd4","Collision with motor vehicle",47
"0e68373d06da1c79cb50df34ecc38c7c","Collision with fixed object",81
"0e68b92fc2b3741f92db5a73fbd2ccdc","Hit and run",42
"0e6c9d6479bdd8c37ddb461acbf6a82e","Rollover",48
"0e6ce97ad02c11e3fbc35e2c31159b56","Collision with bicycle",67
"0e706d43c171d65e8dcbf4e5f89fe830","Collision with motor vehicle",51
"0e7285f9b3e553fce16de64a8593aa26","Collision with motor vehicle",77
"0e77621e23279796e3fe48e50c38703e","Collision with motor vehicle",72
"0e7faf5ce4b2f4a333b204dea1b262f2","Collision with motor vehicle",59
"0e80c454df768b6a72b2a4ff3796362d","Collision with motor vehicle",45
"0e8139e7e600eef924a585c11f16925d","Collision with motor vehicle",33
"0e869e57139f172e6ba5b83ab5039973","Collision with motor vehicle",40
"0e886f70c7f0161d90ab1a9b0a87e305","Collision with motor vehicle",52
"0e8965e765158bf17510aa8336c9dbdd","Collision with motor vehicle",59
"0e96e96421a3bbc95b5915ff84bd67d0","Collision with fixed object",52
"0e9fa4528fc36f2bb44917ff0622d5a7","Collision with motor vehicle",54
"0e9ff449fb936db93a132e5e260587e2","Collision with motor vehicle",60
"0ea2b80668046497767a9eafc6b6c5e0","Collision with fixed object",25
"0eaa360a80ccff04c603170bce4497c3","Collision with motor vehicle",55
